essai;P6_reel;E1;V;E2;P1_reel;Lq1_reel;Lq2_reel;Lq_reel;Lq_target_x;E1.1;E1.2;E1.3;E2.1;E2.2;E2.3;E2.4;round_P6;date;condition;F1;F2;F3;F4;F5;P1_target;C;P2;Lt;Lq_target_y;P3;P4;P5;P6_target
392291.0;7.04;73.33333333333333;60.0;930;;;;;;76.3;73.8;69.9;216;215;238;218;7.0;2019-11-22;1c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392291.0;7.04;72.73333333333333;60.0;915;;;;;;73.2;71.2;73.8;204;275;265;264;7.0;2019-11-22;1c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392291.0;7.04;70.16666666666667;60.0;870;;;;;;70.4;69.9;70.2;329;321;259;263;7.0;2019-11-22;1c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392292.0;3.2;76.66666666666667;60.0;995;;5.1;4.94;5.02;;76.2;77.3;76.5;;;;;3.0;2019-11-22;2b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;48;3.0
392292.0;3.2;76.89999999999999;60.0;920;;4.79;4.09;4.44;;78.5;75.0;77.2;;;;;3.0;2019-11-22;2b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;48;3.0
392292.0;3.2;76.96666666666667;60.0;975;;3.75;3.79;3.77;;77.4;77.0;76.5;;;;;3.0;2019-11-22;2b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;48;3.0
392292.0;3.2;77.06666666666666;60.0;891;;4.44;3.86;4.15;;76.3;77.8;77.1;;;;;3.0;2019-11-22;2b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;48;3.0
392292.0;3.2;79.03333333333335;60.0;1040;;;;;;77.7;80.1;79.3;122;143;91;106;3.0;2019-11-22;2b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;48;3.0
392292.0;3.2;75.76666666666667;60.0;913;;;;;;74.0;75.3;78.0;128;128;131;163;3.0;2019-11-22;2b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;48;3.0
392292.0;3.2;77.76666666666667;60.0;955;;;;;;76.9;77.7;78.7;110;114;110;137;3.0;2019-11-22;2b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;48;3.0
392292.0;3.2;76.93333333333334;60.0;940;;;;;;74.4;78.6;77.8;68;111;66;82;3.0;2019-11-22;2b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;48;3.0
392292.0;5.12;75.93333333333334;60.0;55;;5.47;4.3;4.88;;74.7;77.1;76.0;;;;;5.0;2019-11-22;2;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.04;16.0;14.71264367816092;80;5.0
392292.0;5.12;72.13333333333333;60.0;900;;4.72;4.08;4.4;;70.1;72.1;74.2;;;;;5.0;2019-11-22;2;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.04;16.0;14.71264367816092;80;5.0
392292.0;5.12;76.53333333333333;60.0;999;;3.72;3.93;3.83;;75.4;76.8;77.4;;;;;5.0;2019-11-22;2;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.04;16.0;14.71264367816092;80;5.0
392292.0;5.12;76.16666666666667;60.0;932;;4.28;4.05;4.17;;76.0;77.6;74.9;;;;;5.0;2019-11-22;2;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.04;16.0;14.71264367816092;80;5.0
392292.0;5.12;77.03333333333333;60.0;1047;;;;;;75.6;76.6;78.9;140;167;98;146;5.0;2019-11-22;2;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.04;16.0;14.71264367816092;80;5.0
392292.0;5.12;72.63333333333334;60.0;856;;;;;;72.5;72.0;73.4;216;270;223;236;5.0;2019-11-22;2;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.04;16.0;14.71264367816092;80;5.0
392292.0;5.12;75.33333333333333;60.0;940;;;;;;75.0;75.1;75.9;162;202;142;213;5.0;2019-11-22;2;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.04;16.0;14.71264367816092;80;5.0
392292.0;5.12;75.33333333333333;60.0;999;;;;;;74.6;76.5;74.9;75;143;114;187;5.0;2019-11-22;2;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.04;16.0;14.71264367816092;80;5.0
392292.0;7.04;74.7;60.0;1064;;4.54;4.8;4.67;;70.8;77.4;75.9;;;;;7.0;2019-11-22;2c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392292.0;7.04;70.56666666666668;60.0;954;;4.33;4.28;4.31;;68.4;71.2;72.1;;;;;7.0;2019-11-22;2c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392292.0;7.04;71.3;60.0;900;;4.71;3.91;4.31;;72.2;68.5;73.2;;;;;7.0;2019-11-22;2c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392292.0;7.04;73.5;60.0;941;;3.93;3.83;3.88;;74.8;73.7;72.0;;;;;7.0;2019-11-22;2c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392292.0;7.04;74.60000000000001;60.0;1104;;;;;;75.5;73.9;74.4;146;201;194;207;7.0;2019-11-22;2c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392292.0;7.04;70.86666666666666;60.0;916;;;;;;67.5;75.1;70.0;202;233;239;261;7.0;2019-11-22;2c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392292.0;7.04;75.39999999999999;60.0;998;;;;;;74.7;75.0;76.5;152;126;219;262;7.0;2019-11-22;2c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392292.0;7.04;73.33333333333333;60.0;951;;;;;;73.0;71.1;75.9;246;272;189;288;7.0;2019-11-22;2c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.04;16.0;14.71264367816092;112;7.0
392293.0;3.2;102.06666666666666;60.0;1040;;5.28;4.57;4.93;;96.7;105.3;104.2;;;;;3.0;2019-11-22;3b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;48;3.0
392293.0;3.2;101.10000000000001;60.0;904;;4.3;4.02;4.16;;100.6;99.9;102.8;;;;;3.0;2019-11-22;3b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;48;3.0
392293.0;3.2;100.2;60.0;935;;3.92;3.87;3.9;;98.8;101.9;99.9;;;;;3.0;2019-11-22;3b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;48;3.0
392293.0;3.2;99.73333333333333;60.0;968;;3.61;4.12;3.86;;99.6;101.3;98.3;;;;;3.0;2019-11-22;3b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;48;3.0
392293.0;3.2;103.23333333333333;60.0;1078;;;;;;101.4;103.3;105.0;88;66;102;101;3.0;2019-11-22;3b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;48;3.0
392293.0;3.2;99;60.0;913;;;;;;103.0;98.9;95.1;129;160;116;129;3.0;2019-11-22;3b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;48;3.0
392293.0;3.2;101.7;60.0;916;;;;;;101.7;99.6;103.8;144;155;189;214;3.0;2019-11-22;3b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;48;3.0
392293.0;3.2;99.10000000000001;60.0;935;;;;;;98.0;101.8;97.5;85;117;97;124;3.0;2019-11-22;3b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;48;3.0
392293.0;5.12;99.09999999999998;60.0;970;;5.7;4.66;5.18;;96.6;100.3;100.4;;;;;5.0;2019-11-22;3;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.04;16.0;10.666666666666666;80;5.0
392293.0;5.12;97.83333333333333;60.0;898;;3.91;3.98;3.95;;102.0;97.9;93.6;;;;;5.0;2019-11-22;3;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.04;16.0;10.666666666666666;80;5.0
392293.0;5.12;100.43333333333334;60.0;937;;3.61;4.0;3.81;;101.9;100.6;98.8;;;;;5.0;2019-11-22;3;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.04;16.0;10.666666666666666;80;5.0
392293.0;5.12;101.16666666666667;60.0;957;;4.08;3.77;3.92;;97.9;101.7;103.9;;;;;5.0;2019-11-22;3;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.04;16.0;10.666666666666666;80;5.0
392293.0;5.12;101.66666666666667;60.0;1058;;;;;;95.5;103.3;106.2;103;101;141;135;5.0;2019-11-22;3;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.04;16.0;10.666666666666666;80;5.0
392293.0;5.12;100.8;60.0;1027;;;;;;99.5;101.0;101.9;125;178;107;163;5.0;2019-11-22;3;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.04;16.0;10.666666666666666;80;5.0
392293.0;5.12;102.2;60.0;935;;;;;;103.0;100.4;103.2;181;236;183;167;5.0;2019-11-22;3;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.04;16.0;10.666666666666666;80;5.0
392293.0;5.12;100.83333333333333;60.0;953;;;;;;103.4;97.7;101.4;260;224;186;188;5.0;2019-11-22;3;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.04;16.0;10.666666666666666;80;5.0
392293.0;7.04;95.73333333333335;60.0;1017;;5.06;5.12;5.09;;92.8;96.0;98.4;;;;;7.0;2019-11-22;3c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;112;7.0
392293.0;7.04;90.60000000000001;60.0;897;;4.1;4.36;4.23;;91.2;92.3;88.3;;;;;7.0;2019-11-22;3c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;112;7.0
392293.0;7.04;96.76666666666667;60.0;974;;3.99;3.46;3.73;;96.2;98.8;95.3;;;;;7.0;2019-11-22;3c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;112;7.0
392293.0;7.04;96.80000000000001;60.0;995;;3.84;3.6;3.72;;97.4;95.2;97.8;;;;;7.0;2019-11-22;3c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;112;7.0
392293.0;7.04;95.93333333333334;60.0;1054;;;;;;90.2;98.9;98.7;165;223;185;178;7.0;2019-11-22;3c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;112;7.0
392293.0;7.04;96.96666666666665;60.0;950;;;;;;100.1;95.9;94.9;295;289;228;173;7.0;2019-11-22;3c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;112;7.0
392293.0;7.04;97.5;60.0;947;;;;;;95.4;97.2;99.9;200;250;250;248;7.0;2019-11-22;3c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;112;7.0
392293.0;7.04;92.5;60.0;947;;;;;;92.9;94.0;90.6;188;281;301;201;7.0;2019-11-22;3c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.04;16.0;10.666666666666666;112;7.0
392294.0;3.2;100.53333333333335;60.0;1003;;8.62;7.75;8.19;;102.7;100.5;98.4;;;;;3.0;2019-11-22;4b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;48;3.0
392294.0;3.2;100.5;60.0;1001;;7.26;6.33;6.79;;104.4;98.4;98.7;;;;;3.0;2019-11-22;4b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;48;3.0
392294.0;3.2;101.46666666666665;60.0;1028;;6.64;6.14;6.39;;103.6;100.2;100.6;;;;;3.0;2019-11-22;4b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;48;3.0
392294.0;3.2;97.06666666666666;60.0;861;;6.33;6.13;6.23;;97.2;98.2;95.8;;;;;3.0;2019-11-22;4b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;48;3.0
392294.0;3.2;98.76666666666667;60.0;973;;;;;;93.3;101.7;101.3;97;74;61;73;3.0;2019-11-22;4b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;48;3.0
392294.0;3.2;99.60000000000001;60.0;921;;;;;;98.6;99.7;100.5;84;99;103;125;3.0;2019-11-22;4b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;48;3.0
392294.0;3.2;103.09999999999998;60.0;1033;;;;;;103.1;100.8;105.4;80;81;79;76;3.0;2019-11-22;4b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;48;3.0
392294.0;3.2;97.90000000000002;60.0;906;;;;;;97.5;98.3;97.9;45;32;72;73;3.0;2019-11-22;4b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;48;3.0
392294.0;5.12;96.73333333333333;60.0;986;;8.7;7.39;8.05;;96.3;97.4;96.5;;;;;5.0;2019-11-22;4;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.065;16.0;10.666666666666666;80;5.0
392294.0;5.12;98.3;60.0;956;;7.13;6.66;6.9;;99.1;99.1;96.7;;;;;5.0;2019-11-22;4;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.065;16.0;10.666666666666666;80;5.0
392294.0;5.12;100.60000000000001;60.0;1075;;6.38;5.86;6.12;;98.1;99.5;104.2;;;;;5.0;2019-11-22;4;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.065;16.0;10.666666666666666;80;5.0
392294.0;5.12;96.8;60.0;901;;5.84;7.1;6.47;;92.3;96.4;101.7;;;;;5.0;2019-11-22;4;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.065;16.0;10.666666666666666;80;5.0
392294.0;5.12;97.90000000000002;60.0;991;;;;;;94.5;99.8;99.4;75;87;66;75;5.0;2019-11-22;4;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.065;16.0;10.666666666666666;80;5.0
392294.0;5.12;96.63333333333333;60.0;972;;;;;;94.8;98.0;97.1;92;87;115;117;5.0;2019-11-22;4;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.065;16.0;10.666666666666666;80;5.0
392294.0;5.12;100.63333333333333;60.0;1038;;;;;;100.3;102.0;99.6;71;101;84;66;5.0;2019-11-22;4;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.065;16.0;10.666666666666666;80;5.0
392294.0;5.12;97.56666666666666;60.0;873;;;;;;99.3;96.8;96.6;104;133;109;97;5.0;2019-11-22;4;FME;25.0;1065.0;1900.0;595.0;15.0;2;120.0;R;0.065;16.0;10.666666666666666;80;5.0
392294.0;7.04;93.43333333333334;60.0;1053;;7.92;7.35;7.64;;88.4;94.0;97.9;;;;;7.0;2019-11-22;4c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;112;7.0
392294.0;7.04;92.63333333333333;60.0;934;;8.03;6.62;7.33;;96.3;92.7;88.9;;;;;7.0;2019-11-22;4c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;112;7.0
392294.0;7.04;94;60.0;974;;6.28;5.7;5.99;;91.5;95.5;95.0;;;;;7.0;2019-11-22;4c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;112;7.0
392294.0;7.04;90.2;60.0;917;;6.22;7.87;7.05;;90.5;90.9;89.2;;;;;7.0;2019-11-22;4c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;112;7.0
392294.0;7.04;94.89999999999999;60.0;1063;;;;;;91.6;95.8;97.3;74;94;68;102;7.0;2019-11-22;4c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;112;7.0
392294.0;7.04;94.2;60.0;999;;;;;;95.1;94.2;93.3;100;108;85;111;7.0;2019-11-22;4c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;112;7.0
392294.0;7.04;89.43333333333332;60.0;950;;;;;;90.6;89.3;88.4;122;93;104;154;7.0;2019-11-22;4c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;112;7.0
392294.0;7.04;93;60.0;968;;;;;;94.9;93.2;90.9;64;74;107;75;7.0;2019-11-22;4c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;120.0;R;0.065;16.0;10.666666666666666;112;7.0
392295.0;3.2;75.60000000000001;60.0;1001;;8.0;7.34;7.67;;73.9;76.4;76.5;;;;;3.0;2019-11-22;5b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;48;3.0
392295.0;3.2;75.23333333333333;60.0;941;;6.99;6.87;6.93;;76.2;74.7;74.8;;;;;3.0;2019-11-22;5b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;48;3.0
392295.0;3.2;74.86666666666666;60.0;1037;;6.29;6.32;6.31;;73.2;76.3;75.1;;;;;3.0;2019-11-22;5b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;48;3.0
392295.0;3.2;75.43333333333334;60.0;939;;6.36;7.36;6.86;;74.4;75.4;76.5;;;;;3.0;2019-11-22;5b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;48;3.0
392295.0;3.2;76.36666666666666;60.0;1026;;;;;;75.1;77.0;77.0;49;49;44;47;3.0;2019-11-22;5b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;48;3.0
392295.0;3.2;75.06666666666666;60.0;958;;;;;;74.2;74.2;76.8;73;82;53;58;3.0;2019-11-22;5b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;48;3.0
392295.0;3.2;76.06666666666668;60.0;1006;;;;;;74.4;75.7;78.1;60;61;57;58;3.0;2019-11-22;5b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;48;3.0
392295.0;3.2;73.86666666666667;60.0;863;;;;;;74.0;74.8;72.8;49;52;44;48;3.0;2019-11-22;5b;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;48;3.0
392295.0;5.12;71.66666666666667;60.0;995;;7.88;7.92;7.9;;71.4;72.8;70.8;;;;;5.0;2019-11-22;5;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.065;16.0;14.71264367816092;80;5.0
392295.0;5.12;70.8;60.0;953;;7.04;6.22;6.63;;67.8;70.7;73.9;;;;;5.0;2019-11-22;5;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.065;16.0;14.71264367816092;80;5.0
392295.0;5.12;71.3;60.0;982;;6.27;6.61;6.44;;72.1;68.7;73.1;;;;;5.0;2019-11-22;5;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.065;16.0;14.71264367816092;80;5.0
392295.0;5.12;71.89999999999999;60.0;979;;5.98;6.32;6.15;;71.5;72.7;71.5;;;;;5.0;2019-11-22;5;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.065;16.0;14.71264367816092;80;5.0
392295.0;5.12;71.83333333333333;60.0;992;;;;;;70.3;71.9;73.3;93;136;65;79;5.0;2019-11-22;5;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.065;16.0;14.71264367816092;80;5.0
392295.0;5.12;72.36666666666666;60.0;983;;;;;;70.2;73.3;73.6;62;80;104;89;5.0;2019-11-22;5;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.065;16.0;14.71264367816092;80;5.0
392295.0;5.12;72.8;60.0;1051;;;;;;70.8;73.5;74.1;95;65;89;78;5.0;2019-11-22;5;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.065;16.0;14.71264367816092;80;5.0
392295.0;5.12;72.03333333333333;60.0;934;;;;;;71.4;73.3;71.4;71;77;64;55;5.0;2019-11-22;5;FME;25.0;1065.0;1900.0;595.0;15.0;2;87.0;R;0.065;16.0;14.71264367816092;80;5.0
392295.0;7.04;72.06666666666668;60.0;995;;7.92;7.34;7.63;;72.9;72.4;70.9;;;;;7.0;2019-11-22;5c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;112;7.0
392295.0;7.04;71.33333333333333;60.0;957;;7.08;6.77;6.93;;71.2;71.0;71.8;;;;;7.0;2019-11-22;5c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;112;7.0
392295.0;7.04;71.86666666666666;60.0;1010;;5.99;5.88;5.93;;71.9;71.1;72.6;;;;;7.0;2019-11-22;5c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;112;7.0
392295.0;7.04;71.26666666666667;60.0;913;;6.53;6.5;6.51;;67.0;71.3;75.5;;;;;7.0;2019-11-22;5c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;112;7.0
392295.0;7.04;71.7;60.0;988;;;;;;71.9;71.7;71.5;85;89;81;95;7.0;2019-11-22;5c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;112;7.0
392295.0;7.04;71.46666666666667;60.0;997;;;;;;71.2;69.7;73.5;88;82;80;79;7.0;2019-11-22;5c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;112;7.0
392295.0;7.04;72.76666666666667;60.0;1014;;;;;;73.9;72.3;72.1;112;130;101;84;7.0;2019-11-22;5c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;112;7.0
392295.0;7.04;69.36666666666666;60.0;925;;;;;;66.8;71.3;70.0;69;114;88;136;7.0;2019-11-22;5c;FME;25.0;1065.0;1900.0;595.0;15.0;0.05;87.0;R;0.065;16.0;14.71264367816092;112;7.0
392296.0;3.2;96.03333333333335;60.0;752;;8.66;7.23;7.95;;94.5;96.1;97.5;;;;;3.0;;;;;;;;;;;;;;;;
392296.0;3.2;95.73333333333333;60.0;766;;7.8;6.52;7.16;;95.5;99.7;92.0;;;;;3.0;;;;;;;;;;;;;;;;
392296.0;3.2;94.39999999999999;60.0;753;;6.44;6.03;6.24;;92.7;95.2;95.3;;;;;3.0;;;;;;;;;;;;;;;;
392296.0;3.2;92.76666666666665;60.0;692;;6.76;7.19;6.98;;92.0;95.2;91.1;;;;;3.0;;;;;;;;;;;;;;;;
392296.0;3.2;96.33333333333333;60.0;744;;;;;;90.2;99.3;99.5;82;144;65;90;3.0;;;;;;;;;;;;;;;;
392296.0;3.2;97.63333333333333;60.0;746;;;;;;98.1;98.7;96.1;90;97;94;87;3.0;;;;;;;;;;;;;;;;
392296.0;3.2;93;60.0;686;;;;;;92.2;93.0;93.8;147;147;175;148;3.0;;;;;;;;;;;;;;;;
392296.0;3.2;94.73333333333333;60.0;718;;;;;;97.6;91.8;94.8;84;100;81;133;3.0;;;;;;;;;;;;;;;;
392296.0;5.12;93.13333333333333;60.0;762;;8.43;6.72;7.58;;92.7;93.2;93.5;;;;;5.0;;;;;;;;;;;;;;;;
392296.0;5.12;91.13333333333333;60.0;662;;7.18;7.51;7.35;;93.1;89.5;90.8;;;;;5.0;;;;;;;;;;;;;;;;
392296.0;5.12;96;60.0;753;;7.12;6.05;6.58;;95.9;94.1;98.0;;;;;5.0;;;;;;;;;;;;;;;;
392296.0;5.12;93.86666666666667;60.0;724;;6.12;6.71;6.42;;89.1;97.9;94.6;;;;;5.0;;;;;;;;;;;;;;;;
392296.0;5.12;91.39999999999999;60.0;738;;;;;;83.7;95.7;94.8;110;81;121;120;5.0;;;;;;;;;;;;;;;;
392296.0;5.12;86.76666666666667;60.0;660;;;;;;86.7;87.4;86.2;147;201;116;110;5.0;;;;;;;;;;;;;;;;
392296.0;5.12;93.76666666666667;60.0;768;;;;;;92.9;94.9;93.5;108;98;90;79;5.0;;;;;;;;;;;;;;;;
392296.0;5.12;92.73333333333335;60.0;717;;;;;;92.9;94.2;91.1;97;97;84;92;5.0;;;;;;;;;;;;;;;;
392296.0;7.04;91.66666666666667;60.0;752;;7.94;7.21;7.58;;91.9;92.7;90.4;;;;;7.0;2019-11-22;6;FME;25.0;1065.0;1900.0;595.0;15.0;1;120.0;R;0.065;12.0;8;84;7.0
392296.0;7.04;91.23333333333335;60.0;705;;7.22;7.13;7.18;;92.4;93.4;87.9;;;;;7.0;2019-11-22;6;FME;25.0;1065.0;1900.0;595.0;15.0;1;120.0;R;0.065;12.0;8;84;7.0
392296.0;7.04;89.23333333333333;60.0;684;;6.74;6.48;6.61;;90.2;91.5;86.0;;;;;7.0;2019-11-22;6;FME;25.0;1065.0;1900.0;595.0;15.0;1;120.0;R;0.065;12.0;8;84;7.0
392296.0;7.04;88.69999999999999;60.0;70;;6.78;6.9;6.84;;89.8;90.6;85.7;;;;;7.0;2019-11-22;6;FME;25.0;1065.0;1900.0;595.0;15.0;1;120.0;R;0.065;12.0;8;84;7.0
392296.0;7.04;90.83333333333333;60.0;760;;;;;;92.5;90.2;89.8;176;214;217;262;7.0;2019-11-22;6;FME;25.0;1065.0;1900.0;595.0;15.0;1;120.0;R;0.065;12.0;8;84;7.0
392296.0;7.04;93.7;60.0;739;;;;;;93.0;96.1;92.0;177;232;146;139;7.0;2019-11-22;6;FME;25.0;1065.0;1900.0;595.0;15.0;1;120.0;R;0.065;12.0;8;84;7.0
392296.0;7.04;92.43333333333334;60.0;751;;;;;;95.3;92.0;90.0;191;188;134;187;7.0;2019-11-22;6;FME;25.0;1065.0;1900.0;595.0;15.0;1;120.0;R;0.065;12.0;8;84;7.0
